Accuracy,Recall,Precision,Fscore,AUC,dataset,WL,n,id
0.8931924882629108,1.0,0.021505376344086,0.0421052631578947,0.8952941176470588,A1Benchmark/real_1.csv,19,2,0
0.9178403755868544,1.0,0.0277777777777777,0.054054054054054,0.92,A1Benchmark/real_1.csv,19,2,1
0.9178403755868544,1.0,0.0277777777777777,0.054054054054054,0.9270588235294116,A1Benchmark/real_1.csv,19,2,2
0.943661971830986,1.0,0.04,0.0769230769230769,0.9447058823529412,A1Benchmark/real_1.csv,19,2,3
0.9143192488262912,1.0,0.0266666666666666,0.0519480519480519,0.9152941176470588,A1Benchmark/real_1.csv,19,2,4
0.9272300469483568,1.0,0.03125,0.0606060606060606,0.9276470588235294,A1Benchmark/real_1.csv,19,3,0
0.9483568075117372,1.0,0.0434782608695652,0.0833333333333333,0.9529411764705884,A1Benchmark/real_1.csv,19,3,1
0.9284037558685446,1.0,0.0317460317460317,0.0615384615384615,0.928235294117647,A1Benchmark/real_1.csv,19,3,2
0.9589201877934272,1.0,0.054054054054054,0.1025641025641025,0.9594117647058824,A1Benchmark/real_1.csv,19,3,3
0.9237089201877934,1.0,0.0298507462686567,0.0579710144927536,0.923529411764706,A1Benchmark/real_1.csv,19,3,4
0.9248826291079812,1.0,0.0303030303030303,0.0588235294117647,0.926470588235294,A1Benchmark/real_1.csv,19,5,0
0.9389671361502347,1.0,0.037037037037037,0.0714285714285714,0.9388235294117648,A1Benchmark/real_1.csv,19,5,1
0.9178403755868544,1.0,0.0277777777777777,0.054054054054054,0.9176470588235294,A1Benchmark/real_1.csv,19,5,2
0.9178403755868544,1.0,0.0277777777777777,0.054054054054054,0.9229411764705882,A1Benchmark/real_1.csv,19,5,3
0.9342723004694836,1.0,0.0344827586206896,0.0666666666666666,0.9347058823529412,A1Benchmark/real_1.csv,19,5,4
0.9272300469483568,1.0,0.03125,0.0606060606060606,0.9270588235294116,A1Benchmark/real_1.csv,7,2,0
0.9471830985915493,1.0,0.0425531914893617,0.0816326530612244,0.9570588235294116,A1Benchmark/real_1.csv,7,2,1
0.9107981220657276,1.0,0.0256410256410256,0.05,0.913529411764706,A1Benchmark/real_1.csv,7,2,2
0.9049295774647887,1.0,0.0240963855421686,0.0470588235294117,0.9123529411764706,A1Benchmark/real_1.csv,7,2,3
0.960093896713615,1.0,0.0555555555555555,0.1052631578947368,0.96,A1Benchmark/real_1.csv,7,2,4
0.8802816901408451,1.0,0.0192307692307692,0.0377358490566037,0.8817647058823529,A1Benchmark/real_1.csv,7,3,0
0.8732394366197183,1.0,0.0181818181818181,0.0357142857142857,0.8747058823529411,A1Benchmark/real_1.csv,7,3,1
0.9495305164319248,1.0,0.0444444444444444,0.0851063829787234,0.9541176470588236,A1Benchmark/real_1.csv,7,3,2
0.8955399061032864,1.0,0.0219780219780219,0.043010752688172,0.8976470588235294,A1Benchmark/real_1.csv,7,3,3
0.9859154929577464,1.0,0.1428571428571428,0.25,0.988235294117647,A1Benchmark/real_1.csv,7,3,4
0.9014084507042254,1.0,0.0232558139534883,0.0454545454545454,0.9052941176470588,A1Benchmark/real_1.csv,7,5,0
0.9284037558685446,1.0,0.0317460317460317,0.0615384615384615,0.9376470588235294,A1Benchmark/real_1.csv,7,5,1
0.9518779342723004,1.0,0.0465116279069767,0.0888888888888888,0.9564705882352942,A1Benchmark/real_1.csv,7,5,2
0.8509389671361502,1.0,0.0155038759689922,0.0305343511450381,0.8576470588235294,A1Benchmark/real_1.csv,7,5,3
0.9366197183098592,1.0,0.0357142857142857,0.0689655172413793,0.9394117647058824,A1Benchmark/real_1.csv,7,5,4
0.9471830985915493,1.0,0.0425531914893617,0.0816326530612244,0.9535294117647058,A1Benchmark/real_1.csv,6,2,0
0.9906103286384976,1.0,0.2,0.3333333333333333,0.9923529411764704,A1Benchmark/real_1.csv,6,2,1
0.9295774647887324,1.0,0.032258064516129,0.0625,0.9305882352941176,A1Benchmark/real_1.csv,6,2,2
