Accuracy,Recall,Precision,Fscore,AUC,dataset,WL,n,id
0.8178591360642928,0.2447665056360708,0.0193828105075235,0.0359210681791326,0.4633551683734656,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,206,2,0
0.7877218439557986,0.3526570048309179,0.0234827364357709,0.044033376897557,0.5514051189896316,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,206,2,1
0.8720392900993414,0.5152979066022544,0.0556424969570509,0.1004394224733207,0.812909379662201,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,206,2,2
0.8007143654425717,0.3140096618357488,0.0224241030358785,0.0418589674788021,0.5166737423307785,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,206,2,3
0.8634222569483201,0.3494363929146538,0.0365874220198954,0.0662393162393162,0.6673589589755109,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,206,2,4
0.871280276816609,0.2721417069243156,0.0308225424037935,0.0553735255570118,0.4930348635213389,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,206,3,0
0.1017524277263087,1.0,0.0151989818395418,0.0299428626533908,0.4367351784886396,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,206,3,1
0.025426944971537,1.0,0.0140253404702215,0.0276627021248162,0.3722266294751388,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,206,3,2
0.1171336086616809,0.9355877616747182,0.0144927536231884,0.0285433554409236,0.3872016656135191,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,206,3,3
0.8145328719723184,0.359098228663446,0.0274191565228083,0.0509481379940598,0.5546047700256058,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,206,3,4
0.7952003571827213,0.249597423510467,0.017488435067133,0.032686630113876,0.524022991497465,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,206,5,0
0.7381627413773859,0.4557165861513688,0.0242419050882302,0.0460349735664904,0.6194267844471288,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,206,5,1
0.8579305726085501,0.3268921095008051,0.0330134981297772,0.059970457902511,0.5574346711332663,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,206,5,2
0.8676414778435093,0.6167471819645732,0.0630556470200856,0.1144137415982076,0.7787538621788948,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,206,5,3
0.8608326822189977,0.5185185185185185,0.051462362154387,0.0936318697295725,0.6905560917895539,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,206,5,4
0.8338430628418351,0.5072463768115942,0.0422705314009661,0.0780379041248606,0.6891346889299649,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,219,2,0
0.7578524388882688,0.4557165861513688,0.026223128243143,0.0495925698764566,0.5807777645815366,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,219,2,1
0.8297131376269673,0.3494363929146538,0.0291627469426152,0.0538327958322996,0.4903286498342413,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,219,2,2
0.8593369795736131,0.4122383252818035,0.041343669250646,0.0751504476735652,0.544772403845516,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,219,2,3
0.8523049447482978,0.1739130434782608,0.0173885042666237,0.031615925058548,0.3955966622112948,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,219,2,4
0.8630650742270343,0.2608695652173913,0.0277539832105533,0.0501703313719417,0.5133642562820852,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,219,3,0
0.864694720392901,0.3961352657004831,0.0414699932569116,0.0750801159774149,0.6596969370211943,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,219,3,1
0.8378613684563009,0.3107890499194847,0.0274615822424587,0.0504641129559419,0.495510434617838,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,219,3,2
0.8784462551624065,0.4524959742351047,0.0521722985518009,0.0935575162310637,0.5889349372088579,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,219,3,3
0.1511775867842393,1.0,0.0160697650346755,0.0316312237361517,0.5211045078870141,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,219,3,4
0.8208728652751424,0.4911433172302737,0.0380631473854985,0.0706509149872596,0.6756887763490113,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,219,5,0
0.832258064516129,0.4798711755233494,0.039791694485245,0.0734895191122071,0.6888888086907382,UCR_Anomaly_FullData/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,219,5,1
