Accuracy,Recall,Precision,Fscore,AUC,dataset
0.0509259259259259,1.0,0.0509259259259259,0.0969162995594713,0.4658536585365853,A1Benchmark/real_42.csv
0.03125,1.0,0.03125,0.0606060606060606,0.4223416965352449,A1Benchmark/real_43.csv
0.9851767388825542,1.0,0.1333333333333333,0.2352941176470588,0.9925714285714284,A1Benchmark/real_44.csv
0.7557870370370371,1.0,0.0047169811320754,0.0093896713615023,0.7780996523754345,A1Benchmark/real_45.csv
0.9745664739884392,0.8073394495412844,0.9887640449438202,0.8888888888888888,0.9873731857676812,A1Benchmark/real_46.csv
0.823803967327888,0.5,0.0331125827814569,0.062111801242236,0.6364817001180637,A1Benchmark/real_47.csv
0.0,0.0,0.0,0.0,,A1Benchmark/real_48.csv
0.0,0.0,0.0,0.0,,A1Benchmark/real_49.csv
0.0,0.0,0.0,0.0,,A1Benchmark/real_5.csv
0.9050925925925926,1.0,0.0786516853932584,0.1458333333333333,0.9521586931155192,A1Benchmark/real_50.csv
0.8996499416569428,0.5,0.0232558139534883,0.0444444444444444,0.7850234466588512,A1Benchmark/real_51.csv
0.7802325581395348,0.3333333333333333,0.0161290322580645,0.0307692307692307,0.5284632458545502,A1Benchmark/real_52.csv
0.8620296465222349,0.2,0.0267857142857142,0.0472440944881889,0.5066898685228152,A1Benchmark/real_53.csv
0.0,0.0,0.0,0.0,,A1Benchmark/real_54.csv
0.8051341890315052,0.8,0.0235294117647058,0.0457142857142857,0.7658450704225352,A1Benchmark/real_55.csv
0.79463243873979,0.4,0.0114285714285714,0.0222222222222222,0.5977699530516433,A1Benchmark/real_56.csv
0.8959537572254336,0.3333333333333333,0.0112359550561797,0.0217391304347826,0.6117556071152358,A1Benchmark/real_57.csv
0.0499419279907084,1.0,0.0499419279907084,0.0951327433628318,0.3918092909535452,A1Benchmark/real_58.csv
0.0,0.0,0.0,0.0,,A1Benchmark/real_59.csv
0.0092592592592592,1.0,0.0092592592592592,0.018348623853211,0.5,A1Benchmark/real_6.csv
0.0125427594070695,1.0,0.0125427594070695,0.0247747747747747,0.3747113163972286,A1Benchmark/real_60.csv
0.0277456647398843,1.0,0.0277456647398843,0.0539932508436445,0.4940546967895363,A1Benchmark/real_61.csv
0.0089887640449438,1.0,0.0089887640449438,0.0178173719376392,0.2539682539682539,A1Benchmark/real_62.csv
0.0092592592592592,1.0,0.0092592592592592,0.018348623853211,0.2540887850467289,A1Benchmark/real_63.csv
0.0,0.0,0.0,0.0,,A1Benchmark/real_64.csv
0.9333333333333332,0.2941176470588235,0.1,0.1492537313432835,0.6178576442510179,A1Benchmark/real_65.csv
0.9134502923976608,0.6190476190476191,0.1645569620253164,0.26,0.7379810437364394,A1Benchmark/real_66.csv
0.870023419203747,0.7391304347826086,0.1393442622950819,0.2344827586206896,0.779757233296709,A1Benchmark/real_67.csv
0.0444964871194379,1.0,0.0444964871194379,0.085201793721973,0.4558823529411764,A1Benchmark/real_7.csv
0.0117370892018779,1.0,0.0117370892018779,0.0232018561484918,0.3871733966745843,A1Benchmark/real_8.csv
0.895096921322691,0.25,0.0227272727272727,0.0416666666666666,0.5604142692750288,A1Benchmark/real_9.csv
0.9050410316529894,0.5,0.0246913580246913,0.0470588235294117,0.7820965842167256,A2Benchmark/synthetic_1.csv
0.8980070339976554,1.0,0.0439560439560439,0.0842105263157894,0.9461130742049472,A2Benchmark/synthetic_10.csv
0.0046893317702227,1.0,0.0046893317702227,0.0093348891481913,0.3674911660777385,A2Benchmark/synthetic_100.csv
0.8862837045720985,0.5555555555555556,0.0510204081632653,0.0934579439252336,0.7129410215903107,A2Benchmark/synthetic_11.csv
0.8534583821805393,1.0,0.0079365079365079,0.0157480314960629,0.8796948356807512,A2Benchmark/synthetic_12.csv
0.9261430246189918,0.5,0.0317460317460317,0.0597014925373134,0.6884570082449941,A2Benchmark/synthetic_13.csv
0.0105509964830011,1.0,0.0105509964830011,0.0208816705336426,0.3898104265402843,A2Benchmark/synthetic_14.csv
0.9226260257913248,1.0,0.0149253731343283,0.0294117647058823,0.9612676056338028,A2Benchmark/synthetic_15.csv
0.8159437280187574,0.75,0.0188679245283018,0.0368098159509202,0.7551531213191991,A2Benchmark/synthetic_16.csv
0.9085580304806564,0.6666666666666666,0.074074074074074,0.1333333333333333,0.9279225908372828,A2Benchmark/synthetic_17.csv
0.9085580304806564,1.0,0.0126582278481012,0.0249999999999999,0.954225352112676,A2Benchmark/synthetic_18.csv
0.917936694021102,0.5,0.0285714285714285,0.054054054054054,0.6080683156654888,A2Benchmark/synthetic_19.csv
0.8475967174677609,1.0,0.0647482014388489,0.1216216216216216,0.9127172195892574,A2Benchmark/synthetic_2.csv
0.9320046893317704,0.6666666666666666,0.0983606557377049,0.1714285714285714,0.939178515007899,A2Benchmark/synthetic_20.csv
0.9085580304806564,1.0,0.0126582278481012,0.0249999999999999,0.954225352112676,A2Benchmark/synthetic_21.csv
0.0046893317702227,1.0,0.0046893317702227,0.0093348891481913,0.3875147232037691,A2Benchmark/synthetic_22.csv
0.8968347010550997,0.1111111111111111,0.0123456790123456,0.0222222222222222,0.4191679831490258,A2Benchmark/synthetic_23.csv
0.7819460726846424,1.0,0.0053475935828877,0.0106382978723404,0.8198356807511737,A2Benchmark/synthetic_24.csv
0.7831184056271981,1.0,0.0211640211640211,0.0414507772020725,0.8738221436984688,A2Benchmark/synthetic_25.csv
0.9273153575615476,0.6666666666666666,0.0923076923076923,0.1621621621621621,0.7553317535545024,A2Benchmark/synthetic_26.csv
0.9308323563892146,1.0,0.0166666666666666,0.0327868852459016,0.96537558685446,A2Benchmark/synthetic_27.csv
0.0046893317702227,1.0,0.0046893317702227,0.0093348891481913,0.3881036513545347,A2Benchmark/synthetic_28.csv
0.0105509964830011,1.0,0.0105509964830011,0.0208816705336426,0.4028436018957346,A2Benchmark/synthetic_29.csv
0.9495896834701056,1.0,0.0227272727272727,0.0444444444444444,0.9747652582159624,A2Benchmark/synthetic_3.csv
0.9062133645955452,1.0,0.0123456790123456,0.024390243902439,0.9530516431924884,A2Benchmark/synthetic_30.csv
0.9062133645955452,0.5,0.025,0.0476190476190476,0.6625441696113074,A2Benchmark/synthetic_31.csv
0.9202813599062134,0.3333333333333333,0.0461538461538461,0.081081081081081,0.5098736176935229,A2Benchmark/synthetic_32.csv
0.924970691676436,1.0,0.0153846153846153,0.0303030303030303,0.9624413145539906,A2Benchmark/synthetic_33.csv
0.9284876905041032,0.5,0.0327868852459016,0.0615384615384615,0.6704946996466431,A2Benchmark/synthetic_34.csv
0.0105509964830011,1.0,0.0105509964830011,0.0208816705336426,0.3447867298578199,A2Benchmark/synthetic_35.csv
0.9120750293083236,1.0,0.0131578947368421,0.0259740259740259,0.9559859154929576,A2Benchmark/synthetic_36.csv
0.0046893317702227,1.0,0.0046893317702227,0.0093348891481913,0.3498233215547703,A2Benchmark/synthetic_37.csv
0.9085580304806564,0.6666666666666666,0.074074074074074,0.1333333333333333,0.9273301737756714,A2Benchmark/synthetic_38.csv
0.9073856975381008,1.0,0.0125,0.0246913580246913,0.953638497652582,A2Benchmark/synthetic_39.csv
0.8968347010550997,1.0,0.0434782608695652,0.0833333333333333,0.940223792697291,A2Benchmark/synthetic_4.csv
0.6166471277842908,0.75,0.0091185410334346,0.018018018018018,0.6076266195524146,A2Benchmark/synthetic_40.csv
0.9284876905041032,0.3333333333333333,0.0517241379310344,0.0895522388059701,0.6656134807793577,A2Benchmark/synthetic_41.csv
0.0011723329425556,1.0,0.0011723329425556,0.0023419203747072,0.3556338028169014,A2Benchmark/synthetic_42.csv
0.0046893317702227,1.0,0.0046893317702227,0.0093348891481913,0.4104829210836278,A2Benchmark/synthetic_43.csv
0.0105509964830011,1.0,0.0105509964830011,0.0208816705336426,0.3145734597156397,A2Benchmark/synthetic_44.csv
0.9202813599062134,1.0,0.0144927536231884,0.0285714285714285,0.960093896713615,A2Benchmark/synthetic_45.csv
0.9050410316529894,0.5,0.0246913580246913,0.0470588235294117,0.767962308598351,A2Benchmark/synthetic_46.csv
0.8253223915592028,0.5555555555555556,0.0333333333333333,0.0628930817610062,0.6244734070563456,A2Benchmark/synthetic_47.csv
0.9296600234466588,1.0,0.0163934426229508,0.032258064516129,0.9647887323943662,A2Benchmark/synthetic_48.csv
0.0046893317702227,1.0,0.0046893317702227,0.0093348891481913,0.3415783274440518,A2Benchmark/synthetic_49.csv
0.8323563892145369,0.8888888888888888,0.0533333333333333,0.10062893081761,0.8468931016324381,A2Benchmark/synthetic_5.csv
0.0105509964830011,1.0,0.0105509964830011,0.0208816705336426,0.4135071090047393,A2Benchmark/synthetic_50.csv
0.9085580304806564,1.0,0.0126582278481012,0.0249999999999999,0.954225352112676,A2Benchmark/synthetic_51.csv
0.9062133645955452,0.5,0.025,0.0476190476190476,0.6216136631330977,A2Benchmark/synthetic_52.csv
0.0105509964830011,1.0,0.0105509964830011,0.0208816705336426,0.2636255924170616,A2Benchmark/synthetic_53.csv
0.9226260257913248,1.0,0.0149253731343283,0.0294117647058823,0.961267605633803,A2Benchmark/synthetic_54.csv
0.8112543962485346,0.5,0.0124223602484472,0.0242424242424242,0.627944640753828,A2Benchmark/synthetic_55.csv
0.0105509964830011,1.0,0.0105509964830011,0.0208816705336426,0.3554502369668246,A2Benchmark/synthetic_56.csv
0.9085580304806564,1.0,0.0126582278481012,0.0249999999999999,0.954225352112676,A2Benchmark/synthetic_57.csv
0.0046893317702227,1.0,0.0046893317702227,0.0093348891481913,0.300942285041225,A2Benchmark/synthetic_58.csv
0.0105509964830011,1.0,0.0105509964830011,0.0208816705336426,0.3151658767772511,A2Benchmark/synthetic_59.csv
0.9507620164126612,1.0,0.0232558139534883,0.0454545454545454,0.9753521126760564,A2Benchmark/synthetic_6.csv
0.9155920281359906,1.0,0.0136986301369863,0.027027027027027,0.9577464788732396,A2Benchmark/synthetic_60.csv
0.9237983587338804,0.5,0.0307692307692307,0.0579710144927536,0.875736160188457,A2Benchmark/synthetic_61.csv
0.8194607268464243,0.6666666666666666,0.0382165605095541,0.072289156626506,0.7272906793048972,A2Benchmark/synthetic_62.csv
0.9062133645955452,1.0,0.0123456790123456,0.024390243902439,0.9530516431924884,A2Benchmark/synthetic_63.csv
0.0046893317702227,1.0,0.0046893317702227,0.0093348891481913,0.3633686690223793,A2Benchmark/synthetic_64.csv
0.9085580304806564,0.6666666666666666,0.074074074074074,0.1333333333333333,0.7776461295418641,A2Benchmark/synthetic_65.csv
0.9531066822977726,1.0,0.024390243902439,0.0476190476190476,0.9765258215962442,A2Benchmark/synthetic_66.csv
0.9073856975381008,0.5,0.0253164556962025,0.0481927710843373,0.8297997644287398,A2Benchmark/synthetic_67.csv
0.9495896834701056,0.3333333333333333,0.075,0.1224489795918367,0.901987888362296,A2Benchmark/synthetic_68.csv
0.9003516998827668,1.0,0.0116279069767441,0.0229885057471264,0.9501173708920188,A2Benchmark/synthetic_69.csv
0.9050410316529894,0.5,0.0246913580246913,0.0470588235294117,0.6569493521790342,A2Benchmark/synthetic_7.csv
0.8851113716295428,0.5,0.0204081632653061,0.0392156862745097,0.661660777385159,A2Benchmark/synthetic_70.csv
0.7702227432590856,1.0,0.0439024390243902,0.0841121495327102,0.8590047393364928,A2Benchmark/synthetic_71.csv
0.9062133645955452,1.0,0.0123456790123456,0.024390243902439,0.9530516431924884,A2Benchmark/synthetic_72.csv
0.910902696365768,0.5,0.0263157894736842,0.05,0.6684334511189635,A2Benchmark/synthetic_73.csv
0.9085580304806564,0.6666666666666666,0.074074074074074,0.1333333333333333,0.7553317535545023,A2Benchmark/synthetic_74.csv
0.9273153575615476,1.0,0.0158730158730158,0.03125,0.9636150234741784,A2Benchmark/synthetic_75.csv
0.8335287221570926,0.5,0.0140845070422535,0.0273972602739726,0.6553297997644287,A2Benchmark/synthetic_76.csv
0.9085580304806564,0.6666666666666666,0.074074074074074,0.1333333333333333,0.7691548183254344,A2Benchmark/synthetic_77.csv
0.9226260257913248,1.0,0.0149253731343283,0.0294117647058823,0.9612676056338028,A2Benchmark/synthetic_78.csv
0.0046893317702227,1.0,0.0046893317702227,0.0093348891481913,0.4004711425206125,A2Benchmark/synthetic_79.csv
0.7268464243845252,1.0,0.0371900826446281,0.0717131474103585,0.8280015797788309,A2Benchmark/synthetic_8.csv
0.9085580304806564,0.6666666666666666,0.074074074074074,0.1333333333333333,0.9273301737756714,A2Benchmark/synthetic_80.csv
0.9062133645955452,1.0,0.0123456790123456,0.024390243902439,0.9530516431924884,A2Benchmark/synthetic_81.csv
0.9167643610785464,0.5,0.028169014084507,0.0533333333333333,0.6089517078916372,A2Benchmark/synthetic_82.csv
0.8980070339976554,0.6666666666666666,0.0666666666666666,0.1212121212121212,0.7756714060031594,A2Benchmark/synthetic_83.csv
0.9085580304806564,1.0,0.0126582278481012,0.0249999999999999,0.954225352112676,A2Benchmark/synthetic_84.csv
0.0046893317702227,1.0,0.0046893317702227,0.0093348891481913,0.4222614840989399,A2Benchmark/synthetic_85.csv
0.0105509964830011,1.0,0.0105509964830011,0.0208816705336426,0.3803317535545024,A2Benchmark/synthetic_86.csv
0.9214536928487692,1.0,0.0147058823529411,0.0289855072463768,0.9606807511737088,A2Benchmark/synthetic_87.csv
0.0046893317702227,1.0,0.0046893317702227,0.0093348891481913,0.3303886925795053,A2Benchmark/synthetic_88.csv
0.9097303634232122,0.3333333333333333,0.0405405405405405,0.072289156626506,0.5416666666666666,A2Benchmark/synthetic_89.csv
0.9062133645955452,1.0,0.0123456790123456,0.024390243902439,0.953051643192488,A2Benchmark/synthetic_9.csv
0.9062133645955452,1.0,0.0123456790123456,0.024390243902439,0.9530516431924884,A2Benchmark/synthetic_90.csv
0.0046893317702227,1.0,0.0046893317702227,0.0093348891481913,0.4346289752650176,A2Benchmark/synthetic_91.csv
0.0105509964830011,1.0,0.0105509964830011,0.0208816705336426,0.4295023696682464,A2Benchmark/synthetic_92.csv
0.9062133645955452,1.0,0.0123456790123456,0.024390243902439,0.9530516431924884,A2Benchmark/synthetic_93.csv
0.9050410316529894,0.5,0.0246913580246913,0.0470588235294117,0.6389870435806831,A2Benchmark/synthetic_94.csv
0.779601406799531,0.6666666666666666,0.031413612565445,0.0599999999999999,0.638823064770932,A2Benchmark/synthetic_95.csv
0.924970691676436,1.0,0.0153846153846153,0.0303030303030303,0.9624413145539906,A2Benchmark/synthetic_96.csv
0.0046893317702227,1.0,0.0046893317702227,0.0093348891481913,0.4334511189634864,A2Benchmark/synthetic_97.csv
0.8147713950762017,0.6666666666666666,0.0372670807453416,0.0705882352941176,0.7035939968404422,A2Benchmark/synthetic_98.csv
0.9085580304806565,1.0,0.012658227848101266,0.024999999999999998,0.954225352112676,A2Benchmark/synthetic_99.csv
